UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
AG01/11B/2023/057390-2098540,AG01/11B/2023/057390-10601801,CLM/AG01/11B/2024/03749,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/005958-2098541,AG01/11B/2024/005958-10764672,CLM/AG01/11B/2024/03750,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/063351-2098542,AG01/11B/2023/063351-10673266,CLM/AG01/11B/2024/03751,11-09-2024,11-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/014940-2098654,AG01/11B/2024/014940-10881542,CLM/AG01/11B/2024/03757,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019219-2098656,AG01/11B/2024/019219-10908134,CLM/AG01/11B/2024/03758,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/061167-2098659,AG01/11B/2023/061167-10638467,CLM/AG01/11B/2024/03759,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/054864-2098660,AG01/11B/2023/054864-10579204,CLM/AG01/11B/2024/03760,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/004712-2098674,AG01/11B/2024/004712-10769401,CLM/AG01/11B/2024/03763,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009251-2098676,AG01/11B/2024/009251-10828814,CLM/AG01/11B/2024/03764,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/003683-2098682,AG01/11B/2024/003683-10723895,CLM/AG01/11B/2024/03767,12-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/059004-2098687,AG01/11B/2023/059004-10617217,CLM/AG01/11B/2024/03768,11-09-2024,12-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/061986-2098694,AG01/11B/2023/061986-10651877,CLM/AG01/11B/2024/03771,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/023728-2098695,AG01/11B/2024/023728-10941704,CLM/AG01/11B/2024/03772,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/017083-2098699,AG01/11B/2024/017083-10893801,CLM/AG01/11B/2024/03773,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/022935-2098700,AG01/11B/2024/022935-10935486,CLM/AG01/11B/2024/03774,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/010648-2098712,AG01/11B/2024/010648-10847082,CLM/AG01/11B/2024/03778,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019576-2098715,AG01/11B/2024/019576-10912425,CLM/AG01/11B/2024/03781,13-09-2024,13-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/063622-2098729,AG01/11B/2023/063622-10676083,CLM/AG01/11B/2024/03785,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009687-2098732,AG01/11B/2024/009687-10838023,CLM/AG01/11B/2024/03786,14-09-2024,14-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/056545-2098850,AG01/11B/2023/056545-10592446,CLM/AG01/11B/2024/03798,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/010737-2098856,AG01/11B/2024/010737-10847683,CLM/AG01/11B/2024/03799,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007019-2098863,AG01/11B/2024/007019-10784065,CLM/AG01/11B/2024/03802,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/023827-2098867,AG01/11B/2024/023827-10942291,CLM/AG01/11B/2024/03805,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018099-2098870,AG01/11B/2024/018099-10900657,CLM/AG01/11B/2024/03807,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/020243-2099028,AG01/11B/2024/020243-10916692,CLM/AG01/11B/2024/03818,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/011079-2099035,AG01/11B/2024/011079-10850115,CLM/AG01/11B/2024/03819,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/016459-2099042,AG01/11B/2024/016459-10891457,CLM/AG01/11B/2024/03823,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058722-2099047,AG01/11B/2023/058722-10615696,CLM/AG01/11B/2024/03825,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058680-2099262,AG01/11B/2023/058680-10615413,CLM/AG01/11B/2024/03831,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/022683-2099267,AG01/11B/2024/022683-10931973,CLM/AG01/11B/2024/03833,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/011904-2099278,AG01/11B/2024/011904-10854316,CLM/AG01/11B/2024/03835,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007434-2099285,AG01/11B/2024/007434-10788991,CLM/AG01/11B/2024/03838,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019867-2099294,AG01/11B/2024/019867-10914243,CLM/AG01/11B/2024/03840,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/017657-2099419,AG01/11B/2024/017657-10898031,CLM/AG01/11B/2024/03847,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/020362-2099423,AG01/11B/2024/020362-10917870,CLM/AG01/11B/2024/03851,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/060885-2099432,AG01/11B/2023/060885-10636795,CLM/AG01/11B/2024/03853,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019685-2099448,AG01/11B/2024/019685-10912805,CLM/AG01/11B/2024/03856,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/060412-2099451,AG01/11B/2023/060412-10632470,CLM/AG01/11B/2024/03858,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/004602-2099567,AG01/11B/2024/004602-10769707,CLM/AG01/11B/2024/03865,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/002751-2099592,AG01/11B/2024/002751-10714434,CLM/AG01/11B/2024/03871,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019681-2099622,AG01/11B/2024/019681-10912796,CLM/AG01/11B/2024/03875,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/063385-2099624,AG01/11B/2023/063385-10673497,CLM/AG01/11B/2024/03877,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/055321-2099626,AG01/11B/2023/055321-10584097,CLM/AG01/11B/2024/03878,19-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/056544-2099640,AG01/11B/2023/056544-10592453,CLM/AG01/11B/2024/03882,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007930-2099642,AG01/11B/2024/007930-10800797,CLM/AG01/11B/2024/03884,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058050-2099643,AG01/11B/2023/058050-10608128,CLM/AG01/11B/2024/03885,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/022645-2099650,AG01/11B/2024/022645-10931558,CLM/AG01/11B/2024/03886,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058188-2099654,AG01/11B/2023/058188-10608818,CLM/AG01/11B/2024/03888,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/014951-2099746,AG01/11B/2024/014951-10881619,CLM/AG01/11B/2024/03896,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/013794-2099747,AG01/11B/2024/013794-10868507,CLM/AG01/11B/2024/03897,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/004515-2099748,AG01/11B/2024/004515-10769948,CLM/AG01/11B/2024/03898,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/021822-2099749,AG01/11B/2024/021822-10927543,CLM/AG01/11B/2024/03899,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/056520-2099750,AG01/11B/2023/056520-10592520,CLM/AG01/11B/2024/03900,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/015590-2099773,AG01/11B/2024/015590-10888913,CLM/AG01/11B/2024/03906,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/015013-2099775,AG01/11B/2024/015013-10881986,CLM/AG01/11B/2024/03908,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/013015-2099778,AG01/11B/2024/013015-10863857,CLM/AG01/11B/2024/03910,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/063784-2099782,AG01/11B/2023/063784-10677811,CLM/AG01/11B/2024/03911,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019031-2099785,AG01/11B/2024/019031-10906660,CLM/AG01/11B/2024/03912,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009687-2099796,AG01/11B/2024/009687-10838023,CLM/AG01/11B/2024/03914,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/013300-2099802,AG01/11B/2024/013300-10865845,CLM/AG01/11B/2024/03916,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/020381-2099865,AG01/11B/2024/020381-10917977,CLM/AG01/11B/2024/03917,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/006861-2099872,AG01/11B/2024/006861-10782556,CLM/AG01/11B/2024/03921,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019790-2099882,AG01/11B/2024/019790-10913954,CLM/AG01/11B/2024/03922,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/003381-2099891,AG01/11B/2024/003381-10720438,CLM/AG01/11B/2024/03925,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007515-2100014,AG01/11B/2024/007515-10790971,CLM/AG01/11B/2024/03932,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/011231-2100100,AG01/11B/2024/011231-10850503,CLM/AG01/11B/2024/03939,09-09-2024,26-09-2024,31-12-2024,Payment,4827.75,0,4827.75,25,KHOBAR,TP,Third Party Property Damage,Yes
AG01/11B/2024/029565-2100134,AG01/11B/2024/029565-10972214,CLM/AG01/11B/2024/03944,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/001530-2100150,AG01/11B/2024/001530-10699745,CLM/AG01/11B/2024/03947,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018122-2100151,AG01/11B/2024/018122-10901109,CLM/AG01/11B/2024/03948,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/013710-2100157,AG01/11B/2024/013710-10868195,CLM/AG01/11B/2024/03949,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/022320-2100169,AG01/11B/2024/022320-10930482,CLM/AG01/11B/2024/03953,25-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007686-2100181,AG01/11B/2024/007686-10792848,CLM/AG01/11B/2024/03957,25-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018324-2100196,AG01/11B/2024/018324-10902922,CLM/AG01/11B/2024/03960,25-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/023298-2100197,AG01/11B/2024/023298-10937970,CLM/AG01/11B/2024/03961,25-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/003002-2100214,AG01/11B/2024/003002-10717296,CLM/AG01/11B/2024/03963,27-09-2024,27-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/022994-2100215,AG01/11B/2024/022994-10936090,CLM/AG01/11B/2024/03964,27-09-2024,27-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058487-2100219,AG01/11B/2023/058487-10612303,CLM/AG01/11B/2024/03966,27-09-2024,27-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019216-2100231,AG01/11B/2024/019216-10908116,CLM/AG01/11B/2024/03972,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/004813-2100236,AG01/11B/2024/004813-10769096,CLM/AG01/11B/2024/03974,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/017550-2100237,AG01/11B/2024/017550-10896809,CLM/AG01/11B/2024/03975,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/016840-2100238,AG01/11B/2024/016840-10892709,CLM/AG01/11B/2024/03976,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/030316-2100239,AG01/11B/2024/030316-10976119,CLM/AG01/11B/2024/03977,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/015754-2100241,AG01/11B/2024/015754-10889846,CLM/AG01/11B/2024/03978,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/057397-2100245,AG01/11B/2023/057397-10601881,CLM/AG01/11B/2024/03979,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/019947-2100246,AG01/11B/2024/019947-10914884,CLM/AG01/11B/2024/03980,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009478-2100250,AG01/11B/2024/009478-10833637,CLM/AG01/11B/2024/03982,28-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/005190-2100262,AG01/11B/2024/005190-10767959,CLM/AG01/11B/2024/03986,27-09-2024,28-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/059577-2100347,AG01/11B/2023/059577-10623752,CLM/AG01/11B/2024/03999,29-09-2024,29-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009613-2100348,AG01/11B/2024/009613-10836880,CLM/AG01/11B/2024/04000,29-09-2024,29-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018236-2100362,AG01/11B/2024/018236-10901727,CLM/AG01/11B/2024/04004,29-09-2024,29-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/024509-2100366,AG01/11B/2024/024509-10946124,CLM/AG01/11B/2024/04006,29-09-2024,29-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/062777-2100459,AG01/11B/2023/062777-10665738,CLM/AG01/11B/2024/04011,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/057837-2100468,AG01/11B/2023/057837-10606234,CLM/AG01/11B/2024/04014,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/020011-2100471,AG01/11B/2024/020011-10915248,CLM/AG01/11B/2024/04016,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/061564-2100478,AG01/11B/2023/061564-10648028,CLM/AG01/11B/2024/04018,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/063413-2100479,AG01/11B/2023/063413-10673866,CLM/AG01/11B/2024/04019,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/024760-2100484,AG01/11B/2024/024760-10947243,CLM/AG01/11B/2024/04021,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/002858-2100487,AG01/11B/2024/002858-10716372,CLM/AG01/11B/2024/04022,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018936-2100491,AG01/11B/2024/018936-10906344,CLM/AG01/11B/2024/04023,30-09-2024,30-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/014706-2100598,AG01/11B/2024/014706-10878983,CLM/AG01/11B/2024/04028,01-10-2024,01-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/004456-2100602,AG01/11B/2024/004456-10760202,CLM/AG01/11B/2024/04029,01-10-2024,01-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/057396-2100606,AG01/11B/2023/057396-10605217,CLM/AG01/11B/2024/04031,01-10-2024,01-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/014329-2100609,AG01/11B/2024/014329-10870227,CLM/AG01/11B/2024/04032,01-10-2024,01-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/026825-2100624,AG01/11B/2024/026825-10958514,CLM/AG01/11B/2024/04037,01-10-2024,01-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/024005-2100759,AG01/11B/2024/024005-10943316,CLM/AG01/11B/2024/04045,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/008249-2100760,AG01/11B/2024/008249-10810897,CLM/AG01/11B/2024/04046,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/016795-2100761,AG01/11B/2024/016795-10892560,CLM/AG01/11B/2024/04047,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007334-2100769,AG01/11B/2024/007334-10788043,CLM/AG01/11B/2024/04049,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/014939-2100782,AG01/11B/2024/014939-10881424,CLM/AG01/11B/2024/04052,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/059956-2100787,AG01/11B/2023/059956-10628794,CLM/AG01/11B/2024/04054,02-10-2024,02-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/060929-2100919,AG01/11B/2023/060929-10637120,CLM/AG01/11B/2024/04058,03-10-2024,03-10-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/000713-2100927,AG01/11B/2024/000713-10690833,CLM/AG01/11B/2024/04059,03-10-2024,03-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/017915-2100945,AG01/11B/2024/017915-10899202,CLM/AG01/11B/2024/04061,03-10-2024,03-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/056920-2100972,AG01/11B/2023/056920-10595677,CLM/AG01/11B/2024/04067,04-10-2024,04-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/009098-2100976,AG01/11B/2024/009098-10826854,CLM/AG01/11B/2024/04068,04-10-2024,04-10-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/018371-2100980,AG01/11B/2024/018371-10903190,CLM/AG01/11B/2024/04070,03-10-2024,04-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/027243-2100985,AG01/11B/2024/027243-10961785,CLM/AG01/11B/2024/04072,05-10-2024,05-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/007286-2100986,AG01/11B/2024/007286-10787379,CLM/AG01/11B/2024/04073,05-10-2024,05-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/031607-2100987,AG01/11B/2024/031607-10983303,CLM/AG01/11B/2024/04074,05-10-2024,05-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/012395-2100996,AG01/11B/2024/012395-10857481,CLM/AG01/11B/2024/04077,05-10-2024,05-10-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2024/025834-2100997,AG01/11B/2024/025834-10952394,CLM/AG01/11B/2024/04078,05-10-2024,05-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG01/11B/2023/058467-2101134,AG01/11B/2023/058467-10611112,CLM/AG01/11B/2024/04087,06-10-2024,06-10-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
